//gsm=1
Progress=0.0, SNR=4.00, Bit Errors=219, BER=1.405287E-002, Frame Errors=201, FER=2.063655E-001
Progress=0.0, SNR=4.50, Bit Errors=215, BER=8.153823E-003, Frame Errors=201, FER=1.219660E-001
Progress=0.0, SNR=5.00, Bit Errors=211, BER=6.854210E-003, Frame Errors=201, FER=1.044699E-001
Progress=0.0, SNR=5.50, Bit Errors=206, BER=3.949387E-003, Frame Errors=201, FER=6.165644E-002
Progress=0.0, SNR=6.00, Bit Errors=204, BER=2.342889E-003, Frame Errors=201, FER=3.693495E-002
Progress=0.0, SNR=6.50, Bit Errors=201, BER=1.310368E-003, Frame Errors=201, FER=2.096589E-002
Progress=0.0, SNR=7.00, Bit Errors=203, BER=6.925869E-004, Frame Errors=201, FER=1.097221E-002
Progress=0.0, SNR=7.50, Bit Errors=202, BER=4.412947E-004, Frame Errors=201, FER=7.025761E-003
Progress=0.1, SNR=8.00, Bit Errors=204, BER=1.847853E-004, Frame Errors=201, FER=2.913086E-003
Progress=0.2, SNR=8.50, Bit Errors=202, BER=9.049790E-005, Frame Errors=201, FER=1.440798E-003
Progress=0.4, SNR=9.00, Bit Errors=201, BER=4.053570E-005, Frame Errors=201, FER=6.485712E-004
Progress=1.1, SNR=9.50, Bit Errors=201, BER=1.473410E-005, Frame Errors=201, FER=2.357456E-004
Progress=2.1, SNR=10.00, Bit Errors=201, BER=7.483033E-006, Frame Errors=201, FER=1.197285E-004
Progress=0.3, SNR=10.50, Bit Errors=201, BER=4.662936E-006, Frame Errors=201, FER=7.460698E-005
Progress=0.5, SNR=11.00, Bit Errors=201, BER=2.886240E-006, Frame Errors=201, FER=4.617985E-005


//sakata

Progress=0.0, SNR=-4.00, Bit Errors=878, BER=2.613095E-001, Frame Errors=201, FER=9.571429E-001
Progress=0.0, SNR=-3.00, Bit Errors=855, BER=2.508803E-001, Frame Errors=201, FER=9.436620E-001
Progress=0.0, SNR=-2.00, Bit Errors=763, BER=2.082424E-001, Frame Errors=201, FER=8.777293E-001
Progress=0.0, SNR=-1.00, Bit Errors=666, BER=1.698980E-001, Frame Errors=201, FER=8.204082E-001
Progress=0.0, SNR=0.00, Bit Errors=625, BER=1.390125E-001, Frame Errors=201, FER=7.153025E-001
Progress=0.0, SNR=1.00, Bit Errors=554, BER=1.099206E-001, Frame Errors=201, FER=6.380952E-001
Progress=0.0, SNR=2.00, Bit Errors=519, BER=7.911585E-002, Frame Errors=201, FER=4.902439E-001
Progress=0.0, SNR=3.00, Bit Errors=509, BER=4.924536E-002, Frame Errors=201, FER=3.111455E-001
Progress=0.0, SNR=4.00, Bit Errors=473, BER=3.241502E-002, Frame Errors=201, FER=2.203947E-001
Progress=0.0, SNR=5.00, Bit Errors=445, BER=1.566019E-002, Frame Errors=201, FER=1.131757E-001
Progress=0.0, SNR=6.00, Bit Errors=419, BER=6.777303E-003, Frame Errors=201, FER=5.201863E-002
Progress=0.0, SNR=7.00, Bit Errors=415, BER=2.059512E-003, Frame Errors=201, FER=1.595998E-002
Progress=0.0, SNR=8.00, Bit Errors=406, BER=4.547736E-004, Frame Errors=201, FER=3.602344E-003
Progress=0.0, SNR=9.00, Bit Errors=406, BER=8.563320E-005, Frame Errors=201, FER=6.783162E-004
Progress=0.4, SNR=10.00, Bit Errors=402, BER=8.735937E-006, Frame Errors=201, FER=6.988750E-005
Progress=5.0, SNR=11.00, Bit Errors=402, BER=6.331774E-007, Frame Errors=201, FER=5.065419E-006

//uncoded
Progress=0.0, SNR=-4.00, Bit Errors=620, BER=1.908867E-001, Frame Errors=201, FER=9.901478E-001
Progress=0.0, SNR=-3.00, Bit Errors=568, BER=1.674528E-001, Frame Errors=201, FER=9.481132E-001
Progress=0.0, SNR=-2.00, Bit Errors=488, BER=1.373874E-001, Frame Errors=201, FER=9.054054E-001
Progress=0.0, SNR=-1.00, Bit Errors=375, BER=9.973404E-002, Frame Errors=201, FER=8.553191E-001
Progress=0.0, SNR=0.00, Bit Errors=348, BER=7.474227E-002, Frame Errors=201, FER=6.907216E-001
Progress=0.0, SNR=1.00, Bit Errors=283, BER=5.232988E-002, Frame Errors=201, FER=5.946746E-001
Progress=0.0, SNR=2.00, Bit Errors=264, BER=4.034230E-002, Frame Errors=201, FER=4.914425E-001
Progress=0.0, SNR=3.00, Bit Errors=242, BER=2.230826E-002, Frame Errors=201, FER=2.964602E-001
Progress=0.0, SNR=4.00, Bit Errors=214, BER=1.156007E-002, Frame Errors=201, FER=1.737252E-001
Progress=0.0, SNR=5.00, Bit Errors=209, BER=5.709135E-003, Frame Errors=201, FER=8.784965E-002
Progress=0.0, SNR=6.00, Bit Errors=204, BER=2.511820E-003, Frame Errors=201, FER=3.959811E-002
Progress=0.0, SNR=7.00, Bit Errors=201, BER=7.985317E-004, Frame Errors=201, FER=1.277651E-002
Progress=0.0, SNR=8.00, Bit Errors=202, BER=1.847300E-004, Frame Errors=201, FER=2.941047E-003
Progress=0.0, SNR=9.00, Bit Errors=201, BER=3.767013E-005, Frame Errors=201, FER=6.027221E-004
Progress=0.2, SNR=10.00, Bit Errors=201, BER=6.586222E-006, Frame Errors=201, FER=1.053795E-004
Progress=0.5, SNR=11.00, Bit Errors=201, BER=2.991207E-006, Frame Errors=201, FER=4.785931E-005

//gs optimal

Progress=0.0, SNR=-4.00, Bit Errors=977, BER=2.394608E-001, Frame Errors=201, FER=7.882353E-001
Progress=0.0, SNR=-3.00, Bit Errors=932, BER=2.266537E-001, Frame Errors=201, FER=7.821012E-001
Progress=0.0, SNR=-2.00, Bit Errors=825, BER=1.611328E-001, Frame Errors=201, FER=6.281250E-001
Progress=0.0, SNR=-1.00, Bit Errors=829, BER=1.308396E-001, Frame Errors=201, FER=5.075758E-001
Progress=0.0, SNR=0.00, Bit Errors=753, BER=9.337798E-002, Frame Errors=201, FER=3.988095E-001
Progress=0.0, SNR=1.00, Bit Errors=758, BER=6.885901E-002, Frame Errors=201, FER=2.921512E-001
Progress=0.0, SNR=2.00, Bit Errors=726, BER=4.313213E-002, Frame Errors=201, FER=1.910646E-001
Progress=0.0, SNR=3.00, Bit Errors=677, BER=2.412343E-002, Frame Errors=201, FER=1.145952E-001
Progress=0.0, SNR=4.00, Bit Errors=641, BER=1.048757E-002, Frame Errors=201, FER=5.261780E-002
Progress=0.0, SNR=5.00, Bit Errors=636, BER=3.652486E-003, Frame Errors=201, FER=1.846917E-002
Progress=0.0, SNR=6.00, Bit Errors=620, BER=8.449261E-004, Frame Errors=201, FER=4.382713E-003
Progress=0.0, SNR=7.00, Bit Errors=615, BER=1.675187E-004, Frame Errors=201, FER=8.760002E-004
Progress=0.3, SNR=8.00, Bit Errors=612, BER=1.762171E-005, Frame Errors=201, FER=9.260036E-005
Progress=3.8, SNR=9.00, Bit Errors=606, BER=1.230471E-006, Frame Errors=201, FER=6.530023E-006
Progress=4.5, SNR=10.00, Bit Errors=603, BER=2.019566E-007, Frame Errors=201, FER=2.778228E-007
